Hhid,InstoreVisits,InstoreSpend,InstoreQuantity,OnlineVisits,OnlineSpend,OnlineQuantity,TotalVisits,TotalSpend,TotalQuantity
1424851,33,238.42,116,0,0,0,33,238.42,116
1425061,36,2549.6,863,0,0,0,36,2549.6,863
1425441,33,1506.41,318,0,0,0,33,1506.41,318
1425781,14,716.18,82,0,0,0,14,716.18,82
1426181,27,309.24,92,0,0,0,27,309.24,92
1426371,22,506.55,98,0,0,0,22,506.55,98
1426411,29,1676.53,895,0,0,0,29,1676.53,895
1426561,32,1768.43,1117,0,0,0,32,1768.43,1117
1426601,29,713.81,311,0,0,0,29,713.81,311
1428121,7,140.15,45,0,0,0,7,140.15,45
1428271,13,442.2,326,0,0,0,13,442.2,326
1428311,19,327.03,242,0,0,0,19,327.03,242
1428501,30,823.49,186,0,0,0,30,823.49,186
1429431,3,39.88,29,0,0,0,3,39.88,29
1429621,1,28.96,22,0,0,0,1,28.96,22
1429771,6,134.19,54,0,0,0,6,134.19,54
1430371,38,893.83,518,0,0,0,38,893.83,518
1430411,36,570.75,346,0,0,0,36,570.75,346
1430561,106,3592.83,886,0,0,0,106,3592.83,886
1431721,6,130.18,66,0,0,0,6,130.18,66
1431871,54,535.4,456,0,0,0,54,535.4,456
1431911,23,1352.28,689,0,0,0,23,1352.28,689
1432081,8,676.25,328,0,0,0,8,676.25,328
1432271,134,2718.8,892,0,0,0,134,2718.8,892
1432461,100,3217.98,1791,0,0,0,100,3217.98,1791
1432501,3,54.49,7,0,0,0,3,54.49,7
1432651,43,1503.93,522,0,0,0,43,1503.93,522
1432991,1,40.01,1,0,0,0,1,40.01,1
1433241,54,2719.34,1418,0,0,0,54,2719.34,1418
1433811,64,1716.03,1421,0,0,0,64,1716.03,1421
1434741,8,229.36,222,0,0,0,8,229.36,222
1435861,32,1848.86,788,0,0,0,32,1848.86,788
1435901,94,3649.5,1281,0,0,0,94,3649.5,1281
1436071,18,544.03,214,0,0,0,18,544.03,214
1436831,3,35.13,23,0,0,0,3,35.13,23
1437191,61,1291.66,572,0,0,0,61,1291.66,572
1437571,20,1170.4,478,0,0,0,20,1170.4,478
1437611,40,1860.91,983,0,0,0,40,1860.91,983
1437761,92,3968.44,1814,1,130.08,76,93,4098.52,1890
1437801,2,58.49,34,0,0,0,2,58.49,34
1438351,49,2467.78,933,0,0,0,49,2467.78,933
1438731,3,11.6,12,0,0,0,3,11.6,12
1439281,63,1428.23,1217,0,0,0,63,1428.23,1217
1439321,181,1197.07,1267,0,0,0,181,1197.07,1267
1439471,13,310.44,110,0,0,0,13,310.44,110
1440261,71,1918.88,926,0,0,0,71,1918.88,926
1440981,75,2695.36,1433,0,0,0,75,2695.36,1433
1441381,12,678.4,327,1,105.69,71,13,784.09,398
1441421,53,1521.87,801,0,0,0,53,1521.87,801
1442161,2,71.8,17,0,0,0,2,71.8,17
1442351,26,930.43,41,0,0,0,26,930.43,41
1442541,22,441.85,319,0,0,0,22,441.85,319
1443091,8,177.04,133,0,0,0,8,177.04,133
1443131,23,1499.73,324,0,0,0,23,1499.73,324
1443471,7,201.05,90,0,0,0,7,201.05,90
1443701,7,27.06,52,0,0,0,7,27.06,52
1444101,29,411.55,194,0,0,0,29,411.55,194
1444251,44,943.24,638,0,0,0,44,943.24,638
1444781,22,669.94,272,0,0,0,22,669.94,272
1445371,64,2040.59,1161,0,0,0,64,2040.59,1161
1445751,61,1011.81,338,0,0,0,61,1011.81,338
1446531,4,104.42,111,0,0,0,4,104.42,111
1446681,65,3174.79,1541,0,0,0,65,3174.79,1541
1446871,56,1682.83,1093,0,0,0,56,1682.83,1093
1447081,46,2724.46,1224,0,0,0,46,2724.46,1224
1447271,53,4727.45,2474,0,0,0,53,4727.45,2474
1447311,22,844.4,357,0,0,0,22,844.4,357
1447841,21,33.62,77,0,0,0,21,33.62,77
1448431,26,2959.57,1843,0,0,0,26,2959.57,1843
1448581,50,497.08,208,28,2479.15,1391,78,2976.23,1599
1448961,78,1572.61,1281,0,0,0,78,1572.61,1281
1449361,21,203.95,167,0,0,0,21,203.95,167
1449741,29,1021.17,811,0,0,0,29,1021.17,811
1450001,74,2422.82,948,0,0,0,74,2422.82,948
1450341,16,573.97,429,0,0,0,16,573.97,429
1450531,7,191.65,137,0,0,0,7,191.65,137
1450681,8,208.89,106,0,0,0,8,208.89,106
1451081,23,1452.87,653,1,93.41,48,24,1546.28,701
1451121,1,15.03,12,0,0,0,1,15.03,12
1451271,24,356.31,354,0,0,0,24,356.31,354
1451461,70,1495.42,1183,7,563.9,477,77,2059.32,1660
1451841,14,694.6,381,0,0,0,14,694.6,381
1452391,64,1993.47,1025,0,0,0,64,1993.47,1025
1452581,8,151.07,66,0,0,0,8,151.07,66
1453021,8,210.62,37,0,0,0,8,210.62,37
1453551,8,195.77,122,0,0,0,8,195.77,122
1453891,8,209.41,106,0,0,0,8,209.41,106
1453931,60,2401.16,1194,0,0,0,60,2401.16,1194
1454521,62,1320.39,735,0,0,0,62,1320.39,735
1454671,7,112.39,62,0,0,0,7,112.39,62
1454711,39,3337.62,2218,3,435.96,297,42,3773.58,2515
1454901,45,1473.78,1039,0,0,0,45,1473.78,1039
1456381,1,3.35,3,0,0,0,1,3.35,3
1456611,31,799.48,469,0,0,0,31,799.48,469
1457541,56,3191.65,2063,0,0,0,56,3191.65,2063
1457731,49,1323.25,271,0,0,0,49,1323.25,271
1457881,135,1945.21,1516,0,0,0,135,1945.21,1516
1457921,13,150.08,109,0,0,0,13,150.08,109
1458321,49,2415.55,1336,2,199.54,107,51,2615.09,1443
1458661,115,2744.53,1999,0,0,0,115,2744.53,1999
1458851,17,125.41,94,0,0,0,17,125.41,94
1459441,26,774.91,319,0,0,0,26,774.91,319
1460231,51,2084.09,1184,0,0,0,51,2084.09,1184
1461011,1,2,2,0,0,0,1,2,2
1461201,1,18.45,11,0,0,0,1,18.45,11
1461881,31,1484.96,1268,10,463.3,254,41,1948.26,1522
1461921,38,1329.93,432,0,0,0,38,1329.93,432
1462471,75,4609.72,1776,0,0,0,75,4609.72,1776
1462511,6,78.58,25,0,0,0,6,78.58,25
1462661,56,1342.59,421,0,0,0,56,1342.59,421
1464181,20,108.97,86,0,0,0,20,108.97,86
1464371,16,254.91,59,0,0,0,16,254.91,59
1464601,12,984.46,680,0,0,0,12,984.46,680
1464751,16,1232.64,292,0,0,0,16,1232.64,292
1465341,2,680.49,125,10,2253.1,482,12,2933.59,607
1465491,153,1825.84,1616,0,0,0,153,1825.84,1616
1465531,16,1050.22,864,0,0,0,16,1050.22,864
1465911,30,702.57,468,0,0,0,30,702.57,468
1466121,140,1132.54,837,0,0,0,140,1132.54,837
1466271,20,590.76,264,0,0,0,20,590.76,264
1466651,21,1353.37,627,0,0,0,21,1353.37,627
1466841,90,2617.05,1404,0,0,0,90,2617.05,1404
1467391,19,1515.32,19,23,2633.77,1657,42,4149.09,1676
1467431,43,2670.57,1381,0,0,0,43,2670.57,1381
1467621,45,1150.6,635,8,872.76,556,53,2023.36,1191
1467771,31,1672.18,331,0,0,0,31,1672.18,331
1467811,93,5201.98,1833,5,588.97,221,98,5790.95,2054
1468171,15,244.29,94,0,0,0,15,244.29,94
1468211,3,13.82,16,0,0,0,3,13.82,16
1468361,11,219.86,72,0,0,0,11,219.86,72
1468401,7,424.6,272,5,1074.45,654,12,1499.05,926
1468741,72,5811.56,3080,0,0,0,72,5811.56,3080
1469141,46,1015.68,784,0,0,0,46,1015.68,784
1469671,37,394.01,138,0,0,0,37,394.01,138
1469711,20,211.06,125,0,0,0,20,211.06,125
1469901,11,245.25,25,0,0,0,11,245.25,25
1470081,42,1061.4,886,0,0,0,42,1061.4,886
1470501,32,1219.99,863,5,569.26,446,37,1789.25,1309
1470991,19,239.98,115,0,0,0,19,239.98,115
1471241,1,4.25,5,0,0,0,1,4.25,5
1471431,16,274.65,25,0,0,0,16,274.65,25
1471811,22,730.63,163,0,0,0,22,730.63,163
1471961,308,2590.42,1449,0,0,0,308,2590.42,1449
1472211,4,105,61,18,603.9,473,22,708.9,534
1472741,130,3127.96,2741,0,0,0,130,3127.96,2741
1472931,2,83.41,50,0,0,0,2,83.41,50
1473141,22,822.13,720,0,0,0,22,822.13,720
1473291,77,2477.07,1594,0,0,0,77,2477.07,1594
1473481,50,987.27,833,0,0,0,50,987.27,833
1473861,35,2591.84,1682,1,116.52,71,36,2708.36,1753
1473901,61,2669.16,1396,0,0,0,61,2669.16,1396
1474261,89,1914.36,1434,0,0,0,89,1914.36,1434
1474301,60,2495.95,1054,0,0,0,60,2495.95,1054
1474641,6,72.76,28,0,0,0,6,72.76,28
1474791,36,3287.86,1818,3,351,214,39,3638.86,2032
1474831,12,350.7,223,0,0,0,12,350.7,223
1475041,5,132.53,47,0,0,0,5,132.53,47
1475381,45,3472.55,1632,0,0,0,45,3472.55,1632
1475421,31,812.17,330,0,0,0,31,812.17,330
1475761,6,123.18,48,0,0,0,6,123.18,48
1476201,59,2409.16,868,0,0,0,59,2409.16,868
1476541,16,466.2,379,0,0,0,16,466.2,379
1476691,1,50,1,0,0,0,1,50,1
1476731,1,24.69,19,0,0,0,1,24.69,19
1476881,71,3533.6,2050,3,409.61,306,74,3943.21,2356
1476921,28,1161.27,682,0,0,0,28,1161.27,682
1477091,2,67.34,52,0,0,0,2,67.34,52
1477131,34,1107.11,507,0,0,0,34,1107.11,507
1477281,33,973.06,414,0,0,0,33,973.06,414
1477471,29,1364.8,843,0,0,0,29,1364.8,843
1477511,63,1276.45,756,0,0,0,63,1276.45,756
1478101,40,1911.66,1204,0,0,0,40,1911.66,1204
1478251,131,3215.36,1831,0,0,0,131,3215.36,1831
1478781,38,1017.52,720,0,0,0,38,1017.52,720
1478821,2,104.49,71,0,0,0,2,104.49,71
1479031,22,140.08,160,0,0,0,22,140.08,160
1479371,86,2468.47,1657,0,0,0,86,2468.47,1657
1479411,12,362.62,320,0,0,0,12,362.62,320
1479601,67,524.76,378,25,3091.29,2817,92,3616.05,3195
1479751,17,470.41,204,0,0,0,17,470.41,204
1479941,68,1121.92,292,0,0,0,68,1121.92,292
1480881,25,459.99,259,0,0,0,25,459.99,259
1481091,26,1039.68,628,0,0,0,26,1039.68,628
1481471,67,3056.48,1610,0,0,0,67,3056.48,1610
1481661,3,230.19,77,0,0,0,3,230.19,77
1481851,66,1128.56,739,0,0,0,66,1128.56,739
1482251,82,1500.79,615,0,0,0,82,1500.79,615
1482591,28,1589.9,917,0,0,0,28,1589.9,917
1482631,274,2698.59,1516,0,0,0,274,2698.59,1516
1482781,159,1536.79,1183,0,0,0,159,1536.79,1183
1482971,32,842.86,484,0,0,0,32,842.86,484
1483031,59,1409.77,1023,0,0,0,59,1409.77,1023
1483601,8,125.09,96,0,0,0,8,125.09,96
1483751,9,123.85,108,0,0,0,9,123.85,108
1483941,3,95.21,55,0,0,0,3,95.21,55
1484151,20,880.97,534,0,0,0,20,880.97,534
1484341,125,2176.23,766,0,0,0,125,2176.23,766
1484491,31,563.56,498,0,0,0,31,563.56,498
1484681,30,1318.85,930,0,0,0,30,1318.85,930
1484871,14,180.16,91,0,0,0,14,180.16,91
1485081,30,2604.26,1500,0,0,0,30,2604.26,1500
1485311,35,1231.85,573,0,0,0,35,1231.85,573
1485461,2,41.89,5,0,0,0,2,41.89,5
1485501,29,818.58,524,0,0,0,29,818.58,524
1486241,19,290.61,141,0,0,0,19,290.61,141
1486621,87,4891.18,2773,0,0,0,87,4891.18,2773
1487401,27,1602.96,372,0,0,0,27,1602.96,372
1487551,99,2330.15,1780,1,31.8,18,100,2361.95,1798
1487741,3,12.99,16,0,0,0,3,12.99,16
1487891,75,1110.31,517,0,0,0,75,1110.31,517
1487931,57,1643.82,1059,0,0,0,57,1643.82,1059
1488141,62,1762.54,1076,0,0,0,62,1762.54,1076
1488291,14,441.61,174,0,0,0,14,441.61,174
1488331,60,2044.36,1300,0,0,0,60,2044.36,1300
1488711,1,11.91,14,0,0,0,1,11.91,14
1488861,35,1958.48,1128,0,0,0,35,1958.48,1128
1488901,5,99.79,42,0,0,0,5,99.79,42
1489071,74,4740.93,2673,1,72.14,49,75,4813.07,2722
1489261,72,4760.07,2106,0,0,0,72,4760.07,2106
1489301,31,1152.82,770,0,0,0,31,1152.82,770
1489451,15,664.05,421,0,0,0,15,664.05,421
1489791,7,93.37,46,0,0,0,7,93.37,46
1489831,63,2733.34,1236,0,0,0,63,2733.34,1236
1489981,34,1362.27,746,2,454.9,245,36,1817.17,991
1490051,13,166.53,177,0,0,0,13,166.53,177
1490241,54,1784.81,1162,0,0,0,54,1784.81,1162
1490581,16,210.98,124,0,0,0,16,210.98,124
1490621,30,1105.42,519,0,0,0,30,1105.42,519
1490961,41,965.88,671,0,0,0,41,965.88,671
1491171,38,2620.94,800,0,0,0,38,2620.94,800
1491211,11,157.06,153,0,0,0,11,157.06,153
1491741,7,193.48,110,0,0,0,7,193.48,110
1491891,0,0,0,2,305.06,184,2,305.06,184
1492141,42,1949.44,1199,0,0,0,42,1949.44,1199
1492331,17,1114.4,540,0,0,0,17,1114.4,540
1492711,24,901.66,117,0,0,0,24,901.66,117
1492901,30,2136.08,1109,0,0,0,30,2136.08,1109
1493071,211,1937.61,1314,0,0,0,211,1937.61,1314
1493261,2,10.3,7,0,0,0,2,10.3,7
1493301,42,2015.54,1269,0,0,0,42,2015.54,1269
1493831,62,1359.73,752,0,0,0,62,1359.73,752
1494191,15,638.04,373,0,0,0,15,638.04,373
1494231,7,126.43,87,0,0,0,7,126.43,87
1494571,16,500.85,417,0,0,0,16,500.85,417
1494611,43,1099.71,867,0,0,0,43,1099.71,867
1494801,18,571.54,371,0,0,0,18,571.54,371
1495201,7,158.99,14,0,0,0,7,158.99,14
1495351,53,1163.03,768,0,0,0,53,1163.03,768
1495691,21,159.65,69,0,0,0,21,159.65,69
1495731,30,1126.35,967,0,0,0,30,1126.35,967
1495921,26,1397.95,801,0,0,0,26,1397.95,801
1496131,17,176.36,121,0,0,0,17,176.36,121
1496281,35,1220.57,357,0,0,0,35,1220.57,357
1496321,20,146.13,157,0,0,0,20,146.13,157
1496471,54,1071.65,788,0,0,0,54,1071.65,788
1496661,99,2633.31,1348,0,0,0,99,2633.31,1348
1496701,7,140.31,90,0,0,0,7,140.31,90
1497061,18,250.24,208,0,0,0,18,250.24,208
1497591,44,2722.83,2034,0,0,0,44,2722.83,2034
1497631,38,815.47,1023,0,0,0,38,815.47,1023
1498031,12,361.69,163,0,0,0,12,361.69,163
1498181,1,2.75,5,0,0,0,1,2.75,5
1498221,45,1156.36,739,0,0,0,45,1156.36,739
1498371,34,195.39,188,0,0,0,34,195.39,188
1498411,56,3055.11,1725,0,0,0,56,3055.11,1725
1498601,18,679.83,432,1,45.62,32,19,725.45,464
1498751,48,2486.35,912,0,0,0,48,2486.35,912
1498941,37,864.62,350,0,0,0,37,864.62,350
1499001,21,1241.65,451,0,0,0,21,1241.65,451
1499341,46,2041.14,926,0,0,0,46,2041.14,926
1499491,1,49.07,45,0,0,0,1,49.07,45
1499531,3,303,180,0,0,0,3,303,180
1499681,46,1415.74,949,0,0,0,46,1415.74,949
1499911,4,105.92,50,6,444.63,388,10,550.55,438
1500041,36,5312.6,3371,0,0,0,36,5312.6,3371
1500191,69,4574.05,2352,0,0,0,69,4574.05,2352
1500231,58,3735.46,1993,0,0,0,58,3735.46,1993
1500381,26,353.38,240,0,0,0,26,353.38,240
1500421,35,1010.97,488,0,0,0,35,1010.97,488
1500571,9,260.26,78,0,0,0,9,260.26,78
1500611,48,3418.3,1908,0,0,0,48,3418.3,1908
1500761,24,729.94,270,0,0,0,24,729.94,270
1500801,47,1211.78,685,0,0,0,47,1211.78,685
1501011,14,183.85,126,0,0,0,14,183.85,126
1501201,46,1355.43,597,0,0,0,46,1355.43,597
1501731,37,1726.75,1012,0,0,0,37,1726.75,1012
1501881,24,2233.54,1302,0,0,0,24,2233.54,1302
1501921,3,10,13,0,0,0,3,10,13
1502091,76,2958.84,1442,1,75.95,46,77,3034.79,1488
1502131,26,1657.96,1158,0,0,0,26,1657.96,1158
1502281,50,732.42,411,0,0,0,50,732.42,411
1502321,1,7.13,2,0,0,0,1,7.13,2
1502471,3,117.86,44,0,0,0,3,117.86,44
1502661,67,1490.28,522,0,0,0,67,1490.28,522
1502701,12,292.02,67,0,0,0,12,292.02,67
1502851,53,2288.19,992,0,0,0,53,2288.19,992
1503061,27,190.87,142,0,0,0,27,190.87,142
1503251,142,3381.27,1186,0,0,0,142,3381.27,1186
1503441,60,3566.7,1595,0,0,0,60,3566.7,1595
1503591,27,440.72,311,0,0,0,27,440.72,311
1503781,20,1581.16,538,2,125.78,85,22,1706.94,623
1504221,45,926.71,428,26,3690.47,2097,71,4617.18,2525
1504371,28,1766.35,775,0,0,0,28,1766.35,775
1504601,73,2023,1166,0,0,0,73,2023,1166
1504941,22,1577.51,1282,0,0,0,22,1577.51,1282
1505001,23,599.33,293,0,0,0,23,599.33,293
1505491,13,1049.86,697,0,0,0,13,1049.86,697
1505531,11,570.4,325,0,0,0,11,570.4,325
1505681,95,946.79,485,0,0,0,95,946.79,485
1505721,24,812.68,486,0,0,0,24,812.68,486
1505871,12,760.52,407,0,0,0,12,760.52,407
1506081,22,452.73,425,0,0,0,22,452.73,425
1506121,1,5.54,6,0,0,0,1,5.54,6
1506271,25,446.76,521,0,0,0,25,446.76,521
1506651,24,974.54,637,0,0,0,24,974.54,637
1506841,35,1146.98,716,0,0,0,35,1146.98,716
1507241,142,5785.47,2101,0,0,0,142,5785.47,2101
1507391,2,11.51,9,0,0,0,2,11.51,9
1507431,26,2584.27,997,0,0,0,26,2584.27,997
1507621,5,329.43,183,0,0,0,5,329.43,183
1508021,22,396.32,50,0,0,0,22,396.32,50
1508891,8,256.68,218,4,383.64,242,12,640.32,460
1509671,1,158,1,0,0,0,1,158,1
1509861,42,613.04,434,0,0,0,42,613.04,434
1510081,87,2883.1,2057,0,0,0,87,2883.1,2057
1510271,64,2620.2,1731,0,0,0,64,2620.2,1731
1510311,70,2618.83,449,0,0,0,70,2618.83,449
1511241,1,23.25,6,0,0,0,1,23.25,6
1511391,48,119.52,143,0,0,0,48,119.52,143
1511581,11,116.73,83,0,0,0,11,116.73,83
1511621,113,1706.92,1288,1,9.4,12,114,1716.32,1300
1511771,41,1443.3,694,0,0,0,41,1443.3,694
1511811,1,56.72,1,0,0,0,1,56.72,1
1511961,47,1128.02,542,0,0,0,47,1128.02,542
1512171,67,4200.22,1040,0,0,0,67,4200.22,1040
1512361,42,1364.74,309,0,0,0,42,1364.74,309
1512401,30,131.05,180,0,0,0,30,131.05,180
1512551,6,84.22,50,0,0,0,6,84.22,50
1512931,29,1549.17,870,0,0,0,29,1549.17,870
1513141,48,1627.02,720,0,0,0,48,1627.02,720
1513291,101,999.2,232,0,0,0,101,999.2,232
1513331,2,52.49,12,0,0,0,2,52.49,12
1513481,94,994.33,905,0,0,0,94,994.33,905
1513521,111,1220.6,348,0,0,0,111,1220.6,348
1513671,24,1187.25,868,0,0,0,24,1187.25,868
1513901,13,177.88,55,0,0,0,13,177.88,55
1514071,19,572.77,282,0,0,0,19,572.77,282
1514261,37,1084.81,287,0,0,0,37,1084.81,287
1514451,6,191.27,128,0,0,0,6,191.27,128
1514791,51,2013.39,636,0,0,0,51,2013.39,636
1515041,73,2907.58,1104,0,0,0,73,2907.58,1104
1515231,5,30.7,25,0,0,0,5,30.7,25
1515381,27,1515.14,1244,0,0,0,27,1515.14,1244
1515421,48,1477.1,807,0,0,0,48,1477.1,807
1515571,28,1451.74,413,0,0,0,28,1451.74,413
1515761,55,1919.14,1106,0,0,0,55,1919.14,1106
1515801,76,3028.45,1898,4,684.11,396,80,3712.56,2294
1516161,7,215.52,136,0,0,0,7,215.52,136
1516201,33,2223.95,1238,0,0,0,33,2223.95,1238
1516351,23,880.16,513,0,0,0,23,880.16,513
1516541,72,973.42,670,0,0,0,72,973.42,670
1516731,52,2685.72,1436,0,0,0,52,2685.72,1436
1517131,11,341.02,190,0,0,0,11,341.02,190
1517281,44,2198.9,1790,2,190.58,154,46,2389.48,1944
1517321,23,154.36,111,0,0,0,23,154.36,111
1517471,34,1106.42,549,0,0,0,34,1106.42,549
1517661,37,1067.01,606,0,0,0,37,1067.01,606
1518061,4,130.43,81,0,0,0,4,130.43,81
1518101,30,231.63,69,0,0,0,30,231.63,69
1518251,70,894.98,635,0,0,0,70,894.98,635
1518781,40,662,448,0,0,0,40,662,448
1519181,1,22.79,13,0,0,0,1,22.79,13
1519371,46,1478.7,684,1,53.62,38,47,1532.32,722
1519601,20,1000.52,435,0,0,0,20,1000.52,435
1519751,26,2184.71,726,0,0,0,26,2184.71,726
1519941,7,40.05,22,0,0,0,7,40.05,22
1520011,31,1220.63,241,0,0,0,31,1220.63,241
1520161,15,389.87,178,0,0,0,15,389.87,178
1520731,44,798.34,477,0,0,0,44,798.34,477
1520881,0,0,0,1,38,14,1,38,14
1521091,43,1039.64,760,0,0,0,43,1039.64,760
1521131,71,1126.03,546,12,1711.78,882,83,2837.81,1428
1521321,4,109.18,47,0,0,0,4,109.18,47
1521471,2,4.1,5,0,0,0,2,4.1,5
1521511,19,642.08,409,0,0,0,19,642.08,409
1521661,27,543.02,476,0,0,0,27,543.02,476
1521701,65,2671.88,1018,0,0,0,65,2671.88,1018
1521851,2,61.68,29,0,0,0,2,61.68,29
1522781,1,29.5,1,0,0,0,1,29.5,1
1522821,13,406.59,228,0,0,0,13,406.59,228
1523031,2,62.37,38,0,0,0,2,62.37,38
1523601,10,173.06,95,0,0,0,10,173.06,95
1524001,55,1924.57,1098,0,0,0,55,1924.57,1098
1524491,2,43.2,33,0,0,0,2,43.2,33
1524531,43,569.78,261,0,0,0,43,569.78,261
1524681,37,1969.54,1216,0,0,0,37,1969.54,1216
1524871,2,52.01,40,0,0,0,2,52.01,40
1525081,67,2792.13,302,24,2068.21,1395,91,4860.34,1697
1525271,53,2218.95,1026,0,0,0,53,2218.95,1026
1525311,9,354.83,132,0,0,0,9,354.83,132
1526621,51,2501.23,1192,26,2177.76,936,77,4678.99,2128
1526771,22,1024.39,725,0,0,0,22,1024.39,725
1526811,23,1046.49,818,0,0,0,23,1046.49,818
1526961,15,402.79,332,0,0,0,15,402.79,332
1527021,45,336.99,167,0,0,0,45,336.99,167
1527171,26,1254.79,1087,0,0,0,26,1254.79,1087
1527211,159,3120.2,1631,0,0,0,159,3120.2,1631
1527361,37,1509.14,1124,0,0,0,37,1509.14,1124
1527401,50,1250.26,911,0,0,0,50,1250.26,911
1527551,72,1395.34,637,0,0,0,72,1395.34,637
1527741,73,2627.79,1191,0,0,0,73,2627.79,1191
1528291,19,811.88,440,0,0,0,19,811.88,440
1528521,118,2668.82,1857,0,0,0,118,2668.82,1857
1528671,99,1115.96,1004,0,0,0,99,1115.96,1004
1528711,8,54.72,51,0,0,0,8,54.72,51
1528861,13,339.04,260,0,0,0,13,339.04,260
1528901,17,658.95,286,0,0,0,17,658.95,286
1529111,17,374.67,249,0,0,0,17,374.67,249
1530431,178,2503.65,1045,0,0,0,178,2503.65,1045
1530581,25,659.91,399,0,0,0,25,659.91,399
1530771,12,579.93,68,0,0,0,12,579.93,68
1531021,25,425.15,89,0,0,0,25,425.15,89
1532291,1,6.49,2,0,0,0,1,6.49,2
1532331,10,414.97,161,0,0,0,10,414.97,161
1532481,10,272.5,20,0,0,0,10,272.5,20
1532521,9,397.72,194,2,177.74,154,11,575.46,348
1532901,23,152.06,131,0,0,0,23,152.06,131
1533111,44,1086.12,660,4,231.24,166,48,1317.36,826
1533261,58,2824.1,1015,1,22.61,12,59,2846.71,1027
1534231,16,1096.07,447,0,0,0,16,1096.07,447
1534381,40,3394.17,2075,0,0,0,40,3394.17,2075
1534611,69,1054.42,651,0,0,0,69,1054.42,651
1534951,10,325.26,59,0,0,0,10,325.26,59
1535351,21,945.63,617,0,0,0,21,945.63,617
1535691,34,807.04,87,0,0,0,34,807.04,87
1536091,12,553.88,410,0,0,0,12,553.88,410
1536281,16,213.59,48,0,0,0,16,213.59,48
1536471,20,249.74,189,0,0,0,20,249.74,189
1536511,27,1390.53,575,0,0,0,27,1390.53,575
1536701,25,1980.53,1068,0,0,0,25,1980.53,1068
1537101,5,85.8,44,0,0,0,5,85.8,44
1537251,32,2487.87,906,0,0,0,32,2487.87,906
1537631,6,46.5,16,0,0,0,6,46.5,16
1537971,69,2642.57,1128,0,0,0,69,2642.57,1128
1538181,2,103.03,26,0,0,0,2,103.03,26
1538941,72,1490.42,932,0,0,0,72,1490.42,932
1539001,81,1628.99,165,0,0,0,81,1628.99,165
1539151,46,2097.22,845,0,0,0,46,2097.22,845
1539341,15,178.56,123,0,0,0,15,178.56,123
1539531,4,199.18,48,0,0,0,4,199.18,48
1539681,20,759.62,410,0,0,0,20,759.62,410
1539721,54,634.6,400,0,0,0,54,634.6,400
1539911,64,3818.85,1694,0,0,0,64,3818.85,1694
1540321,109,4088.79,1462,0,0,0,109,4088.79,1462
1540511,14,492.04,215,5,308.08,195,19,800.12,410
1540661,14,1068.51,592,0,0,0,14,1068.51,592
1540851,32,687.35,691,0,0,0,32,687.35,691
1541061,79,2275.71,934,0,0,0,79,2275.71,934
1541101,28,364.91,47,0,0,0,28,364.91,47
1541251,15,197.75,119,0,0,0,15,197.75,119
1541591,35,1045.4,596,0,0,0,35,1045.4,596
1541631,109,2123.89,1647,0,0,0,109,2123.89,1647
1541821,17,182.97,105,0,0,0,17,182.97,105
1542221,21,306.25,238,0,0,0,21,306.25,238
1542601,1,56.16,25,0,0,0,1,56.16,25
1543151,54,763.77,252,0,0,0,54,763.77,252
1543871,5,115.48,12,0,0,0,5,115.48,12
1543911,49,1274.09,630,0,0,0,49,1274.09,630
1544081,32,1675.18,1217,0,0,0,32,1675.18,1217
1544121,25,431.11,210,0,0,0,25,431.11,210
1544501,47,1283.69,799,0,0,0,47,1283.69,799
1544841,26,1745.7,1492,0,0,0,26,1745.7,1492
1545581,20,735.56,374,0,0,0,20,735.56,374
1545811,32,1027.16,823,0,0,0,32,1027.16,823
1545961,20,221.18,103,0,0,0,20,221.18,103
1546021,119,1388.08,1069,0,0,0,119,1388.08,1069
1546171,30,1086.81,363,0,0,0,30,1086.81,363
1546211,3,7.26,6,0,0,0,3,7.26,6
1546401,51,848.33,546,0,0,0,51,848.33,546
1546551,95,1412.54,656,0,0,0,95,1412.54,656
1546931,6,167.08,98,0,0,0,6,167.08,98
1547291,9,300.29,200,0,0,0,9,300.29,200
1547331,74,1972.59,1167,0,0,0,74,1972.59,1167
1547481,25,848.8,656,0,0,0,25,848.8,656
1547671,24,307.85,185,0,0,0,24,307.85,185
1547711,28,1626.8,935,0,0,0,28,1626.8,935
1547861,2,47,19,0,0,0,2,47,19
1548111,21,1628.51,1042,0,0,0,21,1628.51,1042
1548301,1,11.7,5,0,0,0,1,11.7,5
1548641,38,1455.3,1030,0,0,0,38,1455.3,1030
1548831,14,988.24,665,0,0,0,14,988.24,665
1548981,6,145.12,111,0,0,0,6,145.12,111
1549231,55,790.6,377,0,0,0,55,790.6,377
1549381,6,15.21,18,0,0,0,6,15.21,18
1549421,1,9.95,13,1,88.32,75,2,98.27,88
1549611,46,1643.61,780,0,0,0,46,1643.61,780
1549951,2,8.31,9,0,0,0,2,8.31,9
1550171,22,984.45,448,0,0,0,22,984.45,448
1550401,19,654.14,288,0,0,0,19,654.14,288
1550891,33,2229.02,1562,0,0,0,33,2229.02,1562
1550931,45,918.5,455,0,0,0,45,918.5,455
1551141,17,1579.17,992,0,0,0,17,1579.17,992
1551291,82,2336.85,1480,0,0,0,82,2336.85,1480
1551481,16,223.62,120,0,0,0,16,223.62,120
1551671,19,933.53,429,0,0,0,19,933.53,429
